Directory	Run	LogLikelihood	ModelParameters	ModelValues	Theta
output_full_het_group1-group4_process1_30-5-25	Run 4	-8102.86	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.24746, 100.0, 0.72838, 0.28119, 51.98192, 0.00e+00, 3.19484, 0.29549, 4.67422, 8.68017, 3.32319, 0.001, 0.04843, 0.26356)	20580.53662767144
output_full_het_group1-group4_process1_30-5-25	Run 1	-8322.52	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.13605, 100.0, 0.74014, 0.38849, 41.29543, 0.00e+00, 2.02967, 0.54648, 7.5789, 9.97007, 0.87938, 1.53385, 0.05658, 0.18245)	16541.094245307402
output_full_het_group1-group4_process1_30-5-25	Run 3	-8860.77	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.01, 100.0, 0.99571, 0.99721, 100.0, 0.32733, 1.06222, 1.03694, 11.86057, 25.36306, 3.2129, 0.00e+00, 0.01204, 0.47774)	8025.466803165592
output_full_het_group1-group4_process8_30-5-25	Run 2	-6607.51	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.45393, 100.0, 0.98185, 8.3419, 17.88468, 0.00e+00, 1.36301, 0.15697, 13.4742, 15.04644, 2.08867, 0.54156, 0.20841, 0.3183)	11204.076164696242
output_full_het_group1-group4_process8_30-5-25	Run 8	-6759.25	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.40781, 100.0, 0.8895, 9.81571, 13.95017, 0.00e+00, 1.66078, 0.02709, 6.04182, 7.78533, 9.92865, 2.15187, 0.19711, 0.37278)	13287.156511541407
output_full_het_group1-group4_process8_30-5-25	Run 3	-7308.27	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.24955, 100.0, 1.15649, 3.90331, 83.82947, 0.13117, 0.74488, 0.39315, 14.43058, 14.20432, 3.19649, 0.00e+00, 0.10426, 0.48876)	8518.369229927752
output_full_het_group1-group4_process8_30-5-25	Run 7	-8482.32	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.13026, 100.0, 0.43657, 0.26331, 52.56475, 0.00e+00, 3.8623, 0.38912, 5.25719, 7.6542, 1.52398, 1.79753, 0.05257, 0.21344)	22980.81228676334
output_full_het_group1-group4_process8_30-5-25	Run 5	-8639.07	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(100.0, 23.85211, 0.99188, 0.09751, 100.0, 5.56831, 0.12132, 0.81208, 16.59657, 24.5204, 1.72485, 0.001, 0.00e+00, 0.39305)	7017.19195023708
output_full_het_group1-group2_process6_30-5-25	Run 3	-6024.47	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(2.20845, 16.36178, 1.91284, 34.71202, 35.97579, 5.4956, 7.78174, 0.02141, 4.02255, 5.99905, 7.05081, 10.0, 0.68755, 0.38764)	4633.263861047295
output_full_het_group1-group2_process6_30-5-25	Run 4	-6171.52	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(1.46683, 100.0, 1.13057, 20.96944, 16.22134, 9.12634, 7.99781, 0.01842, 5.93946, 100.0, 7.65781, 10.0, 0.69134, 0.44049)	7038.649723138484
output_full_het_group1-group2_process6_30-5-25	Run 8	-7012.86	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.12959, 100.0, 0.70317, 2.12773, 100.0, 0.30732, 1.13044, 0.84621, 16.10189, 16.11888, 10.0, 4.90661, 0.01169, 0.58142)	8140.069055291069
output_full_het_group1-group2_process6_30-5-25	Run 1	-7082.87	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.10731, 100.0, 0.60185, 1.73906, 100.0, 0.38175, 1.32172, 0.84323, 13.9737, 15.64948, 10.0, 4.80808, 0.00974, 0.57245)	8748.562534944334
output_full_het_group1-group2_process6_30-5-25	Run 6	-7092.33	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.53245, 4.86663, 1.16196, 13.88704, 46.62961, 0.00e+00, 1.28225, 0.01617, 8.54817, 1.001, 10.0, 10.0, 0.23412, 0.33751)	9343.981536402043
output_full_het_group1-group4_process4_30-5-25	Run 4	-6266.29	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(1.02313, 22.6136, 1.79403, 18.12832, 33.84989, 0.001, 0.71285, 0.02808, 11.25079, 5.54973, 10.0, 3.5285, 0.31056, 0.35975)	6813.109550120854
output_full_het_group1-group4_process4_30-5-25	Run 7	-6383.70	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.6201, 47.56322, 1.22159, 11.99163, 22.18321, 0.00e+00, 1.12326, 0.02736, 12.50594, 4.92928, 10.0, 2.49191, 0.24568, 0.36248)	9851.600640267225
output_full_het_group1-group4_process4_30-5-25	Run 1	-6415.28	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.57442, 100.0, 1.11831, 11.62281, 17.67918, 0.00e+00, 1.22884, 0.02734, 9.47747, 8.36979, 10.0, 2.30005, 0.24117, 0.3647)	10601.153940384722
output_full_het_group1-group4_process4_30-5-25	Run 6	-7066.46	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(1.0, 24.31035, 1.15542, 11.64632, 31.90679, 2.61575, 6.65e-11, 0.01804, 93.72628, 4.13028, 9.93521, 9.93521, 0.63576, 0.375)	8049.639596339083
output_full_het_group1-group4_process4_30-5-25	Run 5	-7453.98	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(1.76117, 17.05829, 1.7369, 17.3911, 100.0, 6.40119, 5.7432, 0.012, 4.33751, 1.001, 10.0, 10.0, 0.59956, 0.26954)	5889.07642534959
output_full_het_group3-group4_process4_30-5-25	Run 8	-7463.24	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(100.0, 0.63571, 1.58902, 4.53623, 24.99715, 2.71179, 0.00e+00, 0.02292, 100.0, 2.96308, 10.0, 5.40769, 0.1006, 0.26095)	12035.763288768732
output_full_het_group3-group4_process4_30-5-25	Run 3	-7628.27	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(100.0, 0.65646, 1.04085, 1.05005, 100.0, 2.77447, 0.36588, 1.20632, 12.12867, 21.95695, 2.79074, 0.64577, 0.00e+00, 0.2578)	8650.949947242061
output_full_het_group3-group4_process4_30-5-25	Run 2	-8160.94	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(100.0, 0.13256, 0.33251, 1.0, 1.0, 5.12325, 2.73453, 2.10535, 11.91038, 22.24456, 2.22201, 0.79916, 0.00e+00, 0.2129)	8950.617982594833
output_full_het_group3-group4_process4_30-5-25	Run 1	-8163.63	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(100.0, 0.04019, 0.17409, 0.9264, 0.55463, 9.10887, 5.88646, 1.80732, 9.54813, 19.25511, 2.89348, 0.80864, 0.00e+00, 0.21192)	10658.490504584752
output_full_het_group3-group4_process4_30-5-25	Run 6	-8190.12	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(100.0, 0.06976, 0.28862, 1.14859, 0.7513, 5.52466, 3.6846, 2.13456, 10.9813, 22.87556, 2.53794, 0.65135, 0.00e+00, 0.21172)	9038.83102977408
output_full_het_group2-Amil_process1_30-5-25	Run 4	-1370.75	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.75423, 0.16763, 1.1646, 0.09129, 8.76671, 9.52601, 4.29434, 6.80338, 100.0, 10.08627, 7.24917, 7.72817, 0.66972, 0.89364)	276.34901705213986
output_full_het_group2-Amil_process1_30-5-25	Run 8	-1381.55	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(4.29647, 100.0, 1.26683, 5.92029, 0.43958, 0.00e+00, 2.82224, 5.38563, 17.35788, 54.24023, 9.30736, 10.0, 0.00116, 0.56782)	19624.49760318429
output_full_het_group2-Amil_process1_30-5-25	Run 6	-7157.03	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.73381, 100.0, 1.13992, 11.59987, 5.02907, 0.03814, 0.06689, 0.10215, 16.45418, 9.88364, 1.48416, 10.0, 0.31258, 0.60501)	16521.514500126246
output_full_het_group2-Amil_process1_30-5-25	Run 5	-7498.44	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.68931, 100.0, 1.1145, 11.7614, 4.96694, 0.01979, 0.04904, 0.22387, 14.39451, 7.61226, 0.62842, 4.29663, 0.06477, 0.54376)	16123.971658586113
output_full_het_group2-Amil_process1_30-5-25	Run 3	-10282.78	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.52975, 100.0, 0.92745, 9.60638, 8.39684, 1.43509, 0.00e+00, 0.01847, 100.0, 1.0, 5.27425, 10.0, 0.67411, 0.62168)	17760.327880628924
output_full_het_group1-group4_process7_30-5-25	Run 8	-1686.70	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(11.12202, 100.0, 7.60794, 0.80652, 100.0, 10.0, 8.49098, 1.96216, 0.12725, 24.10151, 0.00e+00, 0.43135, 0.53451, 0.4278)	8753340401.350252
output_full_het_group1-group4_process7_30-5-25	Run 6	-6869.24	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(1.50515, 21.67852, 1.25749, 13.8791, 33.07676, 6.91176, 2.36372, 0.01842, 13.81422, 4.35158, 10.0, 10.0, 0.69136, 0.39506)	7508.426482182526
output_full_het_group1-group4_process7_30-5-25	Run 7	-7568.53	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(1.45798, 20.46615, 1.22876, 12.7602, 46.69454, 10.0, 2.98949, 0.00967, 3.31541, 1.001, 10.0, 10.0, 0.59566, 0.23919)	7584.5178998938645
output_full_het_group1-group4_process7_30-5-25	Run 2	-7807.26	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.45631, 100.0, 2.00145, 1.001, 90.83737, 0.00e+00, 0.85647, 0.79948, 13.87618, 24.08735, 1.23111, 0.01147, 0.08002, 0.27461)	7136.875382517208
output_full_het_group1-group4_process7_30-5-25	Run 3	-7813.68	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.01, 100.0, 1.17885, 2.39828, 95.15504, 0.16105, 0.74078, 0.60949, 13.89511, 18.4199, 2.58126, 0.09099, 0.00e+00, 0.47839)	8237.097671139272
output_full_het_group1-group2_process3_30-5-25	Run 4	-6137.30	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(1.51736, 100.0, 1.24004, 20.08233, 17.16951, 3.33574, 3.48924, 0.0212, 11.32315, 100.0, 6.62888, 9.6973, 0.68986, 0.41503)	6646.074527187117
output_full_het_group1-group2_process3_30-5-25	Run 1	-6256.26	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(1.36706, 44.08404, 1.31042, 18.67916, 19.12443, 1.03518, 1.06824, 0.02019, 100.0, 100.0, 6.47505, 10.0, 0.62476, 0.41206)	6449.588615908521
output_full_het_group1-group2_process3_30-5-25	Run 2	-6377.74	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.68663, 22.54922, 1.23741, 16.9956, 13.97743, 3.44e-09, 1.09707, 0.02195, 7.56554, 78.8156, 9.76194, 7.33631, 0.28683, 0.41899)	8316.713513414692
output_full_het_group1-group2_process3_30-5-25	Run 3	-6460.07	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(1.0, 100.0, 1.10973, 15.93578, 17.35279, 1.39783, 0.3323, 0.02276, 94.12204, 100.0, 5.19291, 10.0, 0.61515, 0.42604)	7135.060776748679
output_full_het_group1-group2_process3_30-5-25	Run 7	-7255.06	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.01, 100.0, 0.53876, 1.0, 100.0, 0.53132, 1.64165, 0.86565, 12.66567, 15.03367, 10.0, 5.04923, 0.00328, 0.56249)	9397.338543255342
output_full_het_group1-group3_process6_30-5-25	Run 2	-1609.69	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.58388, 36.33591, 0.97197, 14.97772, 0.34773, 0.00e+00, 0.59001, 6.07576, 5.38876, 100.0, 10.0, 6.15572, 0.56547, 0.3835)	17.24173802721633
output_full_het_group1-group3_process6_30-5-25	Run 1	-7700.10	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.29393, 100.0, 0.70606, 10.87079, 5.76795, 0.00e+00, 2.69716, 0.02313, 2.77567, 100.0, 8.72315, 5.92433, 0.16966, 0.39672)	16107.706789929676
output_full_het_group1-group3_process6_30-5-25	Run 3	-8746.63	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.01104, 100.0, 0.33503, 0.37278, 100.0, 0.95437, 3.21124, 0.93938, 10.11888, 12.18003, 2.2214, 2.33634, 0.00074, 0.41816)	11905.227136106188
output_full_het_group1-group3_process6_30-5-25	Run 4	-11470.51	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.02738, 100.0, 0.14269, 0.17076, 0.99993, 3.80089, 5.23272, 1.47998, 16.95216, 18.86122, 0.00e+00, 10.0, 0.00e+00, 0.45852)	10046.984502217427
output_full_het_group1-group2_process7_30-5-25	Run 5	-6534.79	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.91217, 100.0, 0.99887, 13.89862, 16.18834, 1.33767, 0.00e+00, 0.02811, 100.0, 99.16799, 3.47536, 10.0, 0.5806, 0.41148)	7726.938373298521
output_full_het_group1-group2_process7_30-5-25	Run 3	-7054.09	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.09732, 100.0, 0.80161, 2.08997, 100.0, 0.2784, 0.98019, 0.93144, 16.83295, 17.43589, 7.08709, 3.45767, 0.001, 0.56678)	7494.388849119367
output_full_het_group1-group2_process7_30-5-25	Run 2	-7268.88	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.01, 100.0, 0.56722, 1.0, 100.0, 0.50504, 1.56896, 0.90911, 13.28966, 15.50867, 9.06961, 4.8616, 0.001, 0.55263)	9044.32349619748
output_full_het_group1-group2_process7_30-5-25	Run 7	-7945.50	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.01, 100.0, 0.74735, 1.0, 100.0, 0.18612, 1.07006, 0.8749, 13.9191, 13.28473, 0.75369, 1.24003, 0.00265, 0.3218)	9193.094396270677
output_full_het_group1-group2_process7_30-5-25	Run 4	-8236.62	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.32933, 1.0, 1.03586, 0.42834, 41.21304, 0.001, 1.72138, 0.75379, 10.87546, 11.0848, 0.73061, 1.37771, 0.00e+00, 0.26217)	11825.05176557498
output_full_het_group4-Amil_process4_30-5-25	Run 3	-6990.64	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.82303, 100.0, 1.39999, 15.84704, 5.06602, 0.01967, 0.07579, 0.17055, 16.678, 7.06458, 0.74228, 5.69349, 0.12053, 0.53786)	16498.406628116165
output_full_het_group4-Amil_process4_30-5-25	Run 4	-8230.42	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(1.14385, 100.0, 1.56781, 21.04596, 6.31986, 1.48424, 10.0, 0.0147, 2.76097, 7.81945, 8.14366, 10.0, 0.69788, 0.60048)	15261.049120533946
output_full_het_group4-Amil_process4_30-5-25	Run 8	-8719.32	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.71292, 100.0, 1.15335, 12.69803, 4.65802, 0.32828, 3.11908, 0.01555, 11.70978, 27.76692, 7.35732, 10.0, 0.61907, 0.6102)	20897.92941074422
output_full_het_group4-Amil_process4_30-5-25	Run 7	-8807.30	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.86818, 12.3316, 1.27941, 15.03275, 7.25855, 1.18784, 10.0, 0.01194, 5.13343, 1.0, 9.52491, 10.0, 0.6625, 0.59238)	18693.05707649268
output_full_het_group4-Amil_process4_30-5-25	Run 6	-11378.62	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.32292, 100.0, 0.72157, 7.39733, 2.41775, 2.37e-13, 3.30583, 0.03952, 8.25012, 5.66656, 3.11067, 3.45373, 0.38462, 0.58917)	35383.02695080298
output_full_het_group4-Amil_process8_30-5-25	Run 4	-1430.74	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.49734, 100.0, 1.12465, 14.64535, 20.71249, 0.20189, 0.00e+00, 6.71491, 10.65372, 39.26003, 8.23068, 9.96187, 0.49309, 0.59106)	--
output_full_het_group4-Amil_process8_30-5-25	Run 6	-8228.15	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(1.0, 100.0, 1.4661, 18.19387, 6.24397, 1.52746, 10.0, 0.01434, 3.93948, 5.15895, 8.45242, 10.0, 0.6969, 0.60316)	16282.721800750915
output_full_het_group4-Amil_process8_30-5-25	Run 3	-8866.74	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.68333, 100.0, 1.19535, 12.62105, 4.6669, 0.19578, 2.1665, 0.01497, 16.54924, 32.62599, 7.49071, 10.0, 0.55824, 0.62833)	20667.41704007385
output_full_het_group4-Amil_process8_30-5-25	Run 8	-10165.22	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.71887, 3.75141, 1.48535, 13.86706, 7.7474, 0.00e+00, 0.70246, 0.01481, 26.69267, 1.0, 10.0, 10.0, 0.33497, 0.54845)	18063.799272436212
output_full_het_group4-Amil_process8_30-5-25	Run 2	-13198.18	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.06584, 100.0, 0.29314, 0.54098, 12.20548, 0.3752, 1.52772, 0.58444, 7.17176, 2.63465, 0.54104, 3.16989, 0.03738, 0.43897)	37890.27542933508
output_full_het_group1-group3_process4_30-5-25	Run 5	-6402.98	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(1.35136, 25.21466, 1.56377, 20.01782, 21.98816, 0.32221, 0.77498, 0.01792, 100.0, 50.70048, 10.0, 10.0, 0.52176, 0.41044)	6215.838154819055
output_full_het_group1-group3_process4_30-5-25	Run 1	-7051.61	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(1.93893, 21.7717, 1.56518, 44.3548, 26.03287, 7.75559, 7.28451, 0.01097, 1.001, 3.6652, 10.0, 10.0, 0.59589, 0.27568)	5676.37670000514
output_full_het_group1-group3_process4_30-5-25	Run 3	-8068.61	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(0.01, 100.0, 0.64698, 0.99999, 100.0, 0.39589, 1.38226, 0.88029, 12.2266, 15.7377, 2.89156, 1.10239, 2.37e-17, 0.46158)	9327.066726218518
output_full_het_group1-group3_process4_30-5-25	Run 2	-8401.63	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(100.0, 100.0, 1.39882, 0.17881, 100.0, 0.5718, 1.9549, 0.84168, 10.16101, 11.72184, 0.88326, 1.07546, 0.00e+00, 0.24893)	11529.443951990292
output_full_het_group1-group3_process4_30-5-25	Run 8	-9648.94	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(1.00001, 100.0, 0.98251, 13.47843, 17.27682, 1.0501, 0.33558, 0.00e+00, 0.47555, 2.3166, 0.00e+00, 0.00e+00, 0.26294, 0.26647)	8173.8974632317895
output_full_het_group2-group4_process6_30-5-25	Run 7	-6371.15	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(3.63469, 33.1022, 1.42179, 16.96288, 26.41473, 1.28847, 0.001, 0.0204, 67.40557, 100.0, 10.0, 9.8577, 0.58676, 0.45333)	7200.374080968106
output_full_het_group2-group4_process6_30-5-25	Run 2	-8083.55	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, t2, nu21, nu22, me2_12, me2_21, P1, P2)	(100.0, 0.02803, 0.84859, 0.89487, 2.09324, 2.82387, 0.73258, 2.30392, 17.78732, 26.98088, 2.52139, 1.43626, 0.00095, 0.45123)	7261.338035225331
