Directory	Run	LogLikelihood	ModelParameters	ModelValues	Theta
output_proj_hetsym_group1-group2_process1_25-7-25	Run 3	-4911.34	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(1.14372, 14.97843, 1.99205, 26.12062, 24.90352, 0.13707, 0.53747, 0.15405)	5183.146554186676
output_proj_hetsym_group1-group2_process1_25-7-25	Run 2	-4911.85	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(1.11463, 15.02287, 1.94546, 25.57612, 24.32872, 0.13947, 0.5525, 0.15386)	5297.238633829785
output_proj_hetsym_group1-group2_process1_25-7-25	Run 8	-4911.91	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(1.10957, 15.0699, 1.9412, 25.52426, 24.25388, 0.13984, 0.55443, 0.1549)	5308.512053706119
output_proj_hetsym_group1-group2_process1_25-7-25	Run 6	-6350.90	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(1.58823, 300.0, 0.86852, 14.35392, 17.30633, 4.36823, 1.60e-15, 0.50491)	8289.28694395167
output_proj_hetsym_group1-group2_process1_25-7-25	Run 7	-8301.91	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.56815, 300.0, 1.08161, 14.35761, 8.61915, 0.001, 2.20146, 0.12937)	11042.900870952717
output_proj_hetsym_group1-group2_process1_25-7-25	Run 5	-11162.51	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.06591, 300.0, 0.22725, 2.79236, 1.27762, 1.12e-17, 14.78076, 0.04095)	55581.28019216524
output_proj_hetsym_group1-Amil_process3_25-7-25	Run 2	-6859.71	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.25435, 299.92025, 0.56819, 6.30656, 3.44476, 0.19024, 1.84707, 0.34288)	29458.53254220465
output_proj_hetsym_group1-Amil_process3_25-7-25	Run 8	-6859.88	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.25392, 299.75855, 0.56627, 6.29704, 3.43856, 0.19053, 1.85325, 0.34303)	29523.286115455263
output_proj_hetsym_group1-Amil_process3_25-7-25	Run 6	-6860.76	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.25387, 149.45112, 0.5669, 6.29436, 3.4529, 0.19117, 1.85026, 0.34346)	29504.343364487977
output_proj_hetsym_group1-Amil_process3_25-7-25	Run 4	-6862.65	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.25414, 81.05377, 0.56679, 6.29638, 3.45824, 0.18996, 1.84868, 0.34362)	29527.395370481783
output_proj_hetsym_group1-Amil_process3_25-7-25	Run 5	-6893.07	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.27858, 300.0, 0.60558, 6.79744, 3.69393, 0.19767, 1.71101, 0.36433)	27675.387554530545
output_proj_hetsym_group1-Amil_process3_25-7-25	Run 7	-6913.38	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.28487, 300.0, 0.62868, 6.91578, 3.79778, 0.18685, 1.61389, 0.35586)	26964.715769460334
output_proj_hetsym_group1-Amil_process3_25-7-25	Run 1	-6948.05	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.22386, 300.0, 0.51132, 5.69383, 3.13033, 0.19974, 2.13716, 0.3332)	32267.86646876012
output_proj_hetsym_group1-Amil_process3_25-7-25	Run 3	-10049.22	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.32133, 300.0, 0.61004, 7.57748, 5.79271, 1.66342, 0.001, 0.61073)	22454.11643484129
output_proj_hetsym_group1-Amil_process8_25-7-25	Run 4	-6859.48	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.25767, 299.82028, 0.57397, 6.37811, 3.48718, 0.18937, 1.81765, 0.34426)	29173.22225135143
output_proj_hetsym_group1-Amil_process8_25-7-25	Run 6	-6859.74	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.25442, 299.7615, 0.56746, 6.3098, 3.44394, 0.18989, 1.84509, 0.34265)	29471.734796410416
output_proj_hetsym_group1-Amil_process8_25-7-25	Run 2	-6859.85	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.25396, 299.90307, 0.56626, 6.30422, 3.43688, 0.19069, 1.85429, 0.34403)	29517.207906761385
output_proj_hetsym_group1-Amil_process8_25-7-25	Run 5	-6862.09	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.26341, 299.83623, 0.58392, 6.44531, 3.53383, 0.18775, 1.77296, 0.34478)	28779.688601922397
output_proj_hetsym_group1-Amil_process8_25-7-25	Run 1	-6901.37	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.27984, 300.0, 0.61395, 6.79529, 3.74053, 0.20032, 1.68248, 0.36992)	27403.303424708152
output_proj_hetsym_group1-Amil_process8_25-7-25	Run 8	-6915.61	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.23481, 300.0, 0.52113, 5.93787, 3.23526, 0.21798, 2.10034, 0.35933)	31378.310382894942
output_proj_hetsym_group1-Amil_process8_25-7-25	Run 7	-6999.58	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.29881, 300.0, 0.64459, 7.10653, 3.93658, 0.21762, 1.58203, 0.39645)	26125.44160159318
output_proj_hetsym_group1-Amil_process8_25-7-25	Run 3	-10025.42	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.32271, 300.0, 0.60949, 7.49061, 5.64872, 1.6135, 0.001, 0.61027)	22603.702446598676
output_proj_hetsym_group1-Amil_process2_25-7-25	Run 5	-6859.81	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.25411, 299.7307, 0.56714, 6.30359, 3.44248, 0.19009, 1.849, 0.34262)	29491.177539277844
output_proj_hetsym_group1-Amil_process2_25-7-25	Run 8	-6859.83	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.25471, 299.90369, 0.5682, 6.31064, 3.44044, 0.18922, 1.84058, 0.34267)	29454.831112785545
output_proj_hetsym_group1-Amil_process2_25-7-25	Run 1	-6859.86	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.25419, 299.93237, 0.56704, 6.30297, 3.44114, 0.18962, 1.84959, 0.34235)	29498.288731729943
output_proj_hetsym_group1-Amil_process2_25-7-25	Run 6	-6866.46	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.26651, 299.76317, 0.58934, 6.52979, 3.58615, 0.18635, 1.73918, 0.34522)	28491.716998654832
output_proj_hetsym_group1-Amil_process2_25-7-25	Run 2	-6914.66	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.28515, 300.0, 0.62902, 6.86244, 3.80035, 0.19335, 1.63492, 0.3623)	26977.43982128152
output_proj_hetsym_group1-Amil_process2_25-7-25	Run 7	-6950.31	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.22712, 300.0, 0.51051, 5.82262, 3.06969, 0.19788, 2.21318, 0.33649)	32324.84310880661
output_proj_hetsym_group1-Amil_process2_25-7-25	Run 3	-7042.03	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.21372, 300.0, 0.4841, 5.46993, 2.92691, 0.20601, 2.33252, 0.33113)	33813.890594596654
output_proj_hetsym_group1-Amil_process2_25-7-25	Run 4	-15952.47	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.1137, 300.0, 0.28981, 3.00227, 1.0, 0.001, 7.49109, 0.19131)	66013.36070847687
output_proj_hetsym_group2-group3_process5_25-7-25	Run 1	-4517.36	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(9.53761, 11.64933, 1.69864, 25.48026, 25.86666, 0.53014, 0.53287, 0.22436)	5683.947469979769
output_proj_hetsym_group2-group3_process5_25-7-25	Run 7	-4517.36	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(9.42919, 11.76564, 1.70954, 25.6329, 26.03027, 0.523, 0.52252, 0.22214)	5654.017577762071
output_proj_hetsym_group2-group3_process5_25-7-25	Run 4	-4517.39	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(9.45289, 11.77507, 1.69859, 25.52427, 25.83656, 0.52733, 0.53324, 0.22329)	5683.270767076184
output_proj_hetsym_group2-group3_process5_25-7-25	Run 6	-4517.40	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(9.52749, 11.65577, 1.70384, 25.57972, 25.95809, 0.52364, 0.52755, 0.22219)	5668.390539725601
output_proj_hetsym_group2-group3_process5_25-7-25	Run 5	-4517.44	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(9.3446, 11.85692, 1.70869, 25.62242, 26.05625, 0.52317, 0.51885, 0.22072)	5655.277938044315
output_proj_hetsym_group2-group3_process5_25-7-25	Run 3	-4517.46	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(9.35922, 11.84143, 1.71155, 25.6697, 26.0691, 0.52075, 0.51839, 0.22038)	5648.13832047825
output_proj_hetsym_group2-group3_process5_25-7-25	Run 2	-4517.51	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(9.35088, 11.79132, 1.70095, 25.54231, 25.88226, 0.52486, 0.52745, 0.22175)	5679.372377358535
output_proj_hetsym_group2-group3_process5_25-7-25	Run 8	-9196.07	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(300.0, 1.76196, 2.94664, 15.87416, 36.26713, 1.25495, 0.001, 0.10574)	5426.44577993055
output_proj_hetsym_group2-group3_process3_25-7-25	Run 4	-4517.37	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(9.41548, 11.84259, 1.70841, 25.61952, 26.02731, 0.52357, 0.52227, 0.22142)	5655.135246052462
output_proj_hetsym_group2-group3_process3_25-7-25	Run 1	-4517.38	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(9.45598, 11.70562, 1.70084, 25.48334, 25.94266, 0.53052, 0.5289, 0.22322)	5678.261243992252
output_proj_hetsym_group2-group3_process3_25-7-25	Run 7	-4517.45	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(9.53102, 11.6869, 1.70314, 25.56733, 25.89505, 0.52441, 0.52791, 0.22276)	5671.204747369727
output_proj_hetsym_group2-group3_process3_25-7-25	Run 2	-4517.47	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(9.34791, 11.8569, 1.70878, 25.6167, 26.05008, 0.52309, 0.51859, 0.22054)	5655.373879026165
output_proj_hetsym_group2-group3_process3_25-7-25	Run 5	-9451.27	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(300.0, 0.91237, 1.95905, 9.70338, 22.55946, 1.90819, 0.001, 0.08444)	8511.058810123455
output_proj_hetsym_group2-group3_process3_25-7-25	Run 3	-10567.51	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(300.0, 0.24433, 0.73561, 3.12854, 7.97661, 5.29908, 0.001, 0.0443)	23697.508707307774
output_proj_hetsym_group2-group3_process3_25-7-25	Run 6	-11132.64	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.14423, 300.0, 0.49886, 5.08909, 2.05301, 5.62e-17, 8.06769, 0.0322)	35802.25289493813
output_proj_hetsym_group2-group3_process3_25-7-25	Run 8	-12136.53	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(300.0, 0.0737, 0.29263, 1.03541, 3.12667, 14.99655, 0.00e+00, 0.01816)	61641.7556003878
output_proj_hetsym_group1-Amil_process7_25-7-25	Run 3	-6860.45	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.25381, 299.9456, 0.56781, 6.29825, 3.43435, 0.18779, 1.84056, 0.33958)	29499.86732198921
output_proj_hetsym_group1-Amil_process7_25-7-25	Run 8	-6863.91	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.26203, 299.82211, 0.57638, 6.3859, 3.5112, 0.18499, 1.80662, 0.34153)	29076.192318204277
output_proj_hetsym_group1-Amil_process7_25-7-25	Run 5	-6867.04	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.24919, 300.0, 0.55256, 6.2099, 3.37482, 0.20187, 1.92201, 0.35152)	30016.350869387566
output_proj_hetsym_group1-Amil_process7_25-7-25	Run 4	-6917.87	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.23464, 300.0, 0.5184, 5.98543, 3.17894, 0.19623, 2.0961, 0.33721)	31633.735081006707
output_proj_hetsym_group1-Amil_process7_25-7-25	Run 7	-6941.96	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.28828, 300.0, 0.62025, 7.00482, 3.84941, 0.21123, 1.65692, 0.38374)	26895.06868849855
output_proj_hetsym_group1-Amil_process7_25-7-25	Run 2	-6956.41	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.22701, 300.0, 0.51623, 5.75332, 3.02391, 0.17999, 2.1266, 0.31729)	32352.284559243202
output_proj_hetsym_group1-Amil_process7_25-7-25	Run 1	-10011.71	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.31911, 300.0, 0.59866, 7.50142, 5.51076, 1.66043, 0.001, 0.61563)	22919.792224585217
output_proj_hetsym_group1-Amil_process7_25-7-25	Run 6	-13819.08	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.29306, 300.0, 0.56178, 5.88146, 2.6086, 0.001, 2.97041, 0.29287)	33562.723721348724
output_proj_hetsym_group2-group3_process1_25-7-25	Run 8	-4517.42	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(9.32944, 11.88998, 1.70756, 25.59167, 26.01141, 0.52504, 0.52001, 0.22109)	5659.401616066962
output_proj_hetsym_group2-group3_process1_25-7-25	Run 3	-4517.43	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(9.37013, 11.86074, 1.70461, 25.5682, 25.9792, 0.52582, 0.52196, 0.22129)	5666.117652156223
output_proj_hetsym_group2-group3_process1_25-7-25	Run 2	-4517.45	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(9.26801, 11.92793, 1.71261, 25.68849, 26.07779, 0.52114, 0.51737, 0.22099)	5646.01432167651
output_proj_hetsym_group2-group3_process1_25-7-25	Run 1	-4517.56	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(9.20873, 12.11095, 1.69875, 25.44933, 25.8956, 0.53289, 0.52107, 0.22199)	5682.11348413639
output_proj_hetsym_group2-group3_process1_25-7-25	Run 5	-5560.38	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(300.0, 4.65576, 0.91024, 12.64416, 13.78299, 1.37874, 2.45303, 0.33772)	9420.126804295414
output_proj_hetsym_group2-group3_process1_25-7-25	Run 6	-9275.92	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(1.02447, 300.0, 2.17409, 24.62501, 11.2613, 0.001, 1.68287, 0.08542)	7657.343575605068
output_proj_hetsym_group2-group3_process1_25-7-25	Run 7	-10411.35	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(300.0, 0.284, 0.8094, 3.52398, 9.13816, 4.78948, 0.001, 0.04868)	21189.505883461792
output_proj_hetsym_group2-group3_process1_25-7-25	Run 4	-10710.15	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.20001, 300.0, 0.62679, 6.69438, 2.68177, 0.001, 6.27081, 0.04002)	27888.459401995984
output_proj_hetsym_group2-group4_process4_25-7-25	Run 2	-4432.55	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(3.87573, 25.30932, 1.81242, 23.86383, 34.65548, 0.57337, 0.19828, 0.25715)	5807.678442402883
output_proj_hetsym_group2-group4_process4_25-7-25	Run 1	-4432.58	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(3.84533, 25.60593, 1.79936, 23.66991, 34.35062, 0.57615, 0.19905, 0.25633)	5843.680209092192
output_proj_hetsym_group2-group4_process4_25-7-25	Run 3	-4432.68	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(3.83416, 25.36244, 1.79048, 23.54956, 34.36714, 0.58107, 0.19827, 0.25628)	5866.206724989035
output_proj_hetsym_group2-group4_process4_25-7-25	Run 7	-4432.69	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(3.80927, 25.67001, 1.79827, 23.59833, 34.44659, 0.57915, 0.19634, 0.2561)	5845.031084747951
output_proj_hetsym_group2-group4_process4_25-7-25	Run 4	-4432.74	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(3.81459, 25.41945, 1.7877, 23.52642, 34.27907, 0.58092, 0.19879, 0.25608)	5875.128618665716
output_proj_hetsym_group2-group4_process4_25-7-25	Run 6	-8507.55	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(300.0, 1.0, 1.00878, 16.17905, 15.29576, 0.001, 1.4973, 0.22275)	9549.303314648345
output_proj_hetsym_group2-group4_process4_25-7-25	Run 5	-9446.48	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(299.97437, 0.92705, 1.6421, 11.34923, 26.1268, 1.13752, 0.1968, 0.15475)	8531.119780153584
output_proj_hetsym_group2-group4_process4_25-7-25	Run 8	-14894.81	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.18079, 300.0, 0.54328, 5.90572, 3.37218, 0.00e+00, 6.3325, 0.07652)	32443.74696668346
output_proj_hetsym_group1-Amil_process6_25-7-25	Run 3	-6859.83	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.25462, 299.8169, 0.56849, 6.3047, 3.44102, 0.18911, 1.84227, 0.34272)	29455.365165868967
output_proj_hetsym_group1-Amil_process6_25-7-25	Run 5	-6932.30	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.22956, 300.0, 0.51624, 5.7993, 3.1563, 0.20851, 2.16832, 0.34698)	31927.246377072584
output_proj_hetsym_group1-Amil_process6_25-7-25	Run 1	-6946.41	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.29225, 300.0, 0.62864, 7.06333, 3.82832, 0.20029, 1.58366, 0.37336)	26684.407742500076
output_proj_hetsym_group1-Amil_process6_25-7-25	Run 4	-6960.74	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.22335, 300.0, 0.51009, 5.71165, 3.023, 0.18852, 2.1645, 0.32243)	32565.64805270065
output_proj_hetsym_group1-Amil_process6_25-7-25	Run 6	-7000.17	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.28263, 300.0, 0.5964, 6.83167, 3.82572, 0.26384, 1.74296, 0.41028)	27393.24285951632
output_proj_hetsym_group1-Amil_process6_25-7-25	Run 8	-7030.16	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.21145, 300.0, 0.48755, 5.52667, 2.94436, 0.19721, 2.27847, 0.32472)	33641.84818245894
output_proj_hetsym_group1-Amil_process6_25-7-25	Run 7	-10031.52	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.32676, 300.0, 0.59117, 7.60319, 5.59047, 1.74598, 0.001, 0.62787)	22970.997030059938
output_proj_hetsym_group1-Amil_process6_25-7-25	Run 2	-14141.93	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.20262, 300.0, 0.42381, 4.43967, 1.92687, 0.001, 4.55222, 0.28095)	43806.14620624257
output_proj_hetsym_group1-group2_process8_25-7-25	Run 6	-4911.23	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(1.14446, 15.31114, 1.97694, 26.01263, 24.75941, 0.14015, 0.53913, 0.15635)	5205.205057513648
output_proj_hetsym_group1-group2_process8_25-7-25	Run 1	-4911.26	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(1.15073, 15.05239, 1.9981, 26.21079, 25.00373, 0.13744, 0.53436, 0.15459)	5164.10544736152
output_proj_hetsym_group1-group2_process8_25-7-25	Run 4	-4911.27	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(1.13965, 15.22539, 1.97705, 25.95695, 24.70346, 0.1397, 0.53992, 0.15577)	5211.581312432353
output_proj_hetsym_group1-group2_process8_25-7-25	Run 5	-4911.28	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(1.14214, 15.17484, 1.9789, 26.06587, 24.8347, 0.14008, 0.53878, 0.15555)	5200.5548990806265
output_proj_hetsym_group1-group2_process8_25-7-25	Run 3	-4911.31	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(1.1422, 15.03549, 1.98645, 26.07854, 24.88027, 0.13786, 0.53875, 0.15458)	5192.451156663138
output_proj_hetsym_group1-group2_process8_25-7-25	Run 7	-4911.55	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(1.12613, 14.9109, 1.96762, 25.8567, 24.59523, 0.13883, 0.54565, 0.15386)	5243.101903780341
output_proj_hetsym_group1-group2_process8_25-7-25	Run 8	-8644.10	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.3457, 300.0, 0.75711, 9.70841, 5.76956, 0.001, 3.33572, 0.10745)	15952.77199152003
output_proj_hetsym_group1-group2_process8_25-7-25	Run 2	-10841.37	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.07868, 300.0, 0.25886, 3.25958, 1.545, 1.03e-18, 12.26109, 0.04568)	47808.23224716026
output_proj_hetsym_group3-group4_process4_25-7-25	Run 3	-4344.71	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(5.43455, 34.9413, 1.37269, 14.33817, 24.8581, 1.53039, 0.49966, 0.19046)	7593.839478766173
output_proj_hetsym_group3-group4_process4_25-7-25	Run 8	-4344.77	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(5.42428, 35.23771, 1.36984, 14.36329, 24.74348, 1.52709, 0.51052, 0.19095)	7606.267695656495
output_proj_hetsym_group3-group4_process4_25-7-25	Run 2	-4344.77	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(5.41979, 34.31526, 1.37505, 14.34892, 24.96774, 1.51974, 0.49547, 0.18975)	7585.507208890881
output_proj_hetsym_group3-group4_process4_25-7-25	Run 7	-4344.77	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(5.4304, 34.72704, 1.37235, 14.3291, 24.88299, 1.52706, 0.49822, 0.19081)	7596.045308381245
output_proj_hetsym_group3-group4_process4_25-7-25	Run 4	-4600.16	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.99855, 35.40862, 1.4687, 14.89681, 29.52765, 0.97878, 0.07982, 0.0418)	7194.168812951391
output_proj_hetsym_group3-group4_process4_25-7-25	Run 6	-4601.58	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.99981, 37.89692, 1.46191, 14.75912, 29.1192, 0.98918, 0.08044, 0.04317)	7213.420442821859
output_proj_hetsym_group3-group4_process4_25-7-25	Run 5	-6766.72	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(300.0, 0.86147, 1.92541, 10.40275, 24.6399, 1.532, 0.23604, 0.05767)	8492.191724096872
output_proj_hetsym_group3-group4_process4_25-7-25	Run 1	-7192.25	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(300.0, 1.43116, 3.57097, 12.70947, 42.6371, 1.33775, 0.001, 0.04654)	5683.581353985089
output_proj_hetsym_group3-group4_process1_25-7-25	Run 2	-4344.71	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(5.42013, 34.74341, 1.37518, 14.39492, 24.89583, 1.51404, 0.49972, 0.18956)	7582.9356412026145
output_proj_hetsym_group3-group4_process1_25-7-25	Run 6	-4344.80	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(5.39292, 34.75464, 1.37489, 14.39016, 24.87654, 1.51089, 0.49879, 0.18901)	7586.101414374266
output_proj_hetsym_group3-group4_process1_25-7-25	Run 8	-4344.81	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(5.39065, 34.80214, 1.37474, 14.39637, 24.8626, 1.5088, 0.49888, 0.18989)	7586.884369347585
output_proj_hetsym_group3-group4_process1_25-7-25	Run 5	-7023.87	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(300.0, 0.51683, 1.3189, 6.01254, 16.74097, 2.6868, 0.2093, 0.04449)	13189.554923244428
output_proj_hetsym_group3-group4_process1_25-7-25	Run 4	-7411.02	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(300.0, 0.41163, 1.22843, 4.22871, 14.05498, 3.8919, 0.001, 0.033)	16849.936596774674
output_proj_hetsym_group3-group4_process1_25-7-25	Run 3	-7457.79	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(300.0, 0.27619, 0.76168, 3.44488, 10.15311, 4.83378, 0.29561, 0.03569)	22259.749535218
output_proj_hetsym_group3-group4_process1_25-7-25	Run 1	-7852.31	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(300.0, 0.16303, 0.54799, 1.74336, 6.35987, 9.35905, 3.55e-16, 0.02125)	37996.29798558937
output_proj_hetsym_group3-group4_process1_25-7-25	Run 7	-10443.86	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(0.50427, 300.0, 1.30187, 13.11313, 7.78975, 0.001, 3.22008, 0.04691)	15241.090185669207
output_proj_hetsym_group2-group3_process8_25-7-25	Run 8	-4517.32	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(9.39919, 11.88711, 1.70521, 25.59552, 25.96799, 0.52573, 0.52517, 0.22241)	5663.1630396695555
output_proj_hetsym_group2-group3_process8_25-7-25	Run 4	-4517.34	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(9.39145, 11.8642, 1.70156, 25.51679, 25.92166, 0.52783, 0.52769, 0.22296)	5674.696435950594
output_proj_hetsym_group2-group3_process8_25-7-25	Run 7	-4517.42	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(9.45876, 11.73827, 1.7012, 25.54641, 25.91553, 0.52547, 0.52764, 0.2223)	5675.718386193543
output_proj_hetsym_group2-group3_process8_25-7-25	Run 1	-4517.46	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(9.3415, 11.86227, 1.70957, 25.63165, 26.05204, 0.52239, 0.51834, 0.22151)	5653.4865130961025
output_proj_hetsym_group2-group3_process8_25-7-25	Run 5	-4517.50	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(9.21447, 12.13071, 1.70086, 25.53853, 25.87514, 0.53085, 0.52366, 0.22242)	5675.628046344216
output_proj_hetsym_group2-group3_process8_25-7-25	Run 2	-4517.52	(nu_1, nu_2, t1, nu11, nu12, me1_12, me1_21, P1)	(9.23838, 12.00821, 1.71383, 25.66877, 26.12391, 0.52184, 0.51342, 0.21976)	5641.69491773722
