Pops	Model	Likelihood	AIC	Theta	sfs_sum	chi-squared	bootstrap
AG1-AL1	anc_mig	-499.31	1012.62	89.3004452061874	852.0	680.44	80
AG1-AL1	anc_mig	-491.24	996.48	93.9122052872581	896.0	625.55	81
AG1-AL1	anc_mig	-462.15	938.3	93.3881416416819	891.0	518.98	82
AG1-AL1	anc_mig	-533.12	1080.24	94.54108166194958	902.0	1019.78	83
AG1-AL1	anc_mig	-519.98	1053.96	96.63733624425444	922.0	678.29	84
AG1-AL1	anc_mig	-530.82	1075.64	94.54108166194958	902.0	780.4	85
AG1-AL1	anc_mig	-483.21	980.42	94.1218307454886	898.0	565.93	86
AG1-AL1	anc_mig	-472.5	959.0	92.02557616318373	878.0	571.83	87
AG1-AL1	anc_mig	-519.81	1053.62	95.06514530752578	907.0	739.01	88
AG1-AL1	anc_mig	-554.28	1122.56	96.00845986956298	916.0	915.26	89
AG1-AL1	anc_mig	-492.65	999.3	97.16139988983066	927.0	562.85	90
AG1-AL1	anc_mig	-507.33	1028.6599999999999	90.24375976822459	861.0	733.02	91
AG1-AL1	anc_mig	-499.58	1013.16	94.01701801637336	897.0	698.12	92
AG1-AL1	anc_mig	-478.89	971.78	92.4448270796447	882.0	598.7	93
AG1-AL1	anc_mig	-480.8	975.6	91.18707433026178	870.0	691.94	94
AG1-AL1	anc_mig	-475.24	964.48	94.54108166194958	902.0	595.64	95
AG1-AL1	anc_mig	-493.26	1000.52	92.54963980875995	883.0	606.16	96
AG1-AL1	anc_mig	-524.64	1063.28	94.1218307454886	898.0	787.23	97
AG1-AL1	anc_mig	-505.92	1025.8400000000001	92.54963980875995	883.0	630.83	98
AG1-AL1	anc_mig	-504.84	1023.68	92.34001435052946	881.0	709.71	99
